name,content,stars,upvote,time,location
喷火国王小怪兽,结局美好，心态和心情使两个人的身体逐渐好转，所以一定要珍惜在一起的每一刻，好好地活在当下，保持心情舒畅，面对美好的新年。,4,3,2024/2/10,湖北
五加皮,彭昱畅的角色最有趣，是从未见过的一个相信阴谋论的善良的人，甚至带着一些国民性。,3,5,2024/2/10,上海
顾惜朝,从《送你一朵小红花》到《人生大事》再到《我们一起摇太阳》，始终不变的是韩延导演对社会边缘人的关注。正如英文片名Viva La Vida想表达的一样，当我们用力地“摇太阳”，总有一天太阳会被我们摇醒。,4,2,2024/2/12,浙江
欧阳鸿飞,其实已看了，两颗看不到希望的心再一次一次的摇向太阳摇向对方一起面对黑暗，激起对于生的渴求。还有就是三部曲都是感人现实影片。,4,5,2024/2/10,天津
橙橙橙阿橙,比上一部小红花强多了，节奏更流畅，俩位主演的表现也完全没毛病。唯一一点就是男主前期真没必要写的那么邋遢丑角的样子，搞得后面他和女主在一起的时候也让我忘不掉前期，和女主kiss的时候总让我感觉他会有口臭……7.8,4,15,2024/2/10,上海
一只特特呦,"韩延的超级眼泪炸弹，绝对是催泪喜剧拍的最好的商业片导演。
三部曲的最后一部，同样是病友的爱情，在情与法的纠结点更准确，人物动机和情感的递进更合理，不该是谁替代谁去活着，而是一起好好的活着。
男女主表现属三部曲最佳，男主的装傻浪荡和女主的弱中带强，还有家长的表演都有加分。
虽然合理，但我不喜欢家长取消捐献这一波，情节功能性过强。",4,3,2024/2/10,浙江
粟冰箱,温暖又现实的一部电影，粗粝真实，生命力扑面而来。在电影里，为了还原患者最真实的状态，彭昱畅和李庚希大部分时间的形象都显得有些憔悴，但他们的眼睛和笑容都发出光。这光芒让人相信，勉强地生，不如撒欢地活，意念不倒，就能摇醒太阳。,4,8,2024/2/10,四川
��Psyche,感觉时间好漫长……,3,0,2024/4/20,广东
覺某人,哭哭笑笑， 笑着哭，哭着笑。两位主角的自然演技真的绝。以及，手机小视频真的比4k好看！,5,3,2024/2/16,浙江
玄猫,"开头相当优秀，恰当镜头语言配合自我表述，十几分钟内高度凝练病症的困境、患者的处境、主角的绝境，以及自白心中需求连同道德上的不适，一齐都表现出来。别看俗套但并不平庸，是国内少有的精准，这俩下子没几个能做好，足够进北电课堂了

这让我对影片的期待拔的很高，但可能太高了，后面拖沓的总觉得不舒服。就像搓澡师傅上来使了几招狠的，然后却一直在挠痒痒，就这样一联想我就扫码了影院座椅按摩…直到临近结尾才感受到进展

所以说不乏味，但乏力
韩延一直擅长制造环境营造氛围引领情绪，加上会讲戏，塑造人物也不差，但却不懂得如何解题，不会设计角色的出路来引领观众

因总在难得可贵的题材本身和最初的想法中着力打转，所以才被称为“煽情大保健”

彭昱畅和李庚希表现非常好，虽跟徐帆比还是青涩，但已经不输高亚麟、刘丹、王迅等人",3,1,2024/4/7,北京
lixunhuan,同一个套路，一而再再而三的拍出来，甚至核心桥段也懒得改改，消费病人，浪费演员。韩延没有错，错的是我，再看一部韩导演的电影我就是狗。,2,0,2024/4/4,广东
鹿鸣,三部曲中最佳,5,0,2024/3/23,湖北
你好，陳鼻涕,看到最後是he就放心了，當代需要的情緒價值是要正向的，誰不想天天大笑對吧？2024開年看這部溫暖內心的就挺好。寧笑對世間事，莫哭著過分秒。,4,4,2024/2/10,广东
少年赵里昂,病魔让两个病友、两个病患家庭有了紧密且特殊的缘分，缘分造就照亮彼此人生的光亮，与其独自回避现实不如共同直面它，一起拥有同一个太阳，我们所有人都在等着太阳跳出来的那一刻。,5,3,2024/3/23,陕西
pretty-boy_,💧是最好的说明。节奏有问题和板块起伏碎片化都可以忽略。两位主演表演很精彩！,5,0,2024/3/27,山东
大圣,韩延太会了，将两个年轻人之间犹如阳光般的生命接力娓娓道来。彭昱畅和李庚希好有灵气啊，高爆发的对手戏把重症患者的情感宣泄的很到位。坐旁边的小姐姐开场十分钟就哭得稀里哗啦，反而我在很多笑着的剧情时没绷住眼泪。或者是经历过多次亲人离世吧，看完的后劲大到久久不能平复。,5,3,2024/3/19,北京
匣中猫,演员全员演绎出色，每个人物本来都很容易惹人生厌，但又在框架里交出了讨喜又立得住的形象。也是韩延最佳，在80%的内容里保证剧本连续，两个年轻人的爱情也拥有着不错的化学效应和可信度，且拥有超过前几作的表达：只要我们一起努力，迟早能把太阳摇醒。而在几作延续下来的抽真空惯例对比之下，这作的经济问题反而是写的有好一些，也因为表达而变得比较脚踏实地(如果把绝症想成更多更广泛的其他能够掏空父母腰包问题来理解的话），很容易就一笔略过的婚姻话题也有尚可的探讨，但还是在后边有点力不从心，又变成了单元剧写法，幸好没有真实事迹出现的彩蛋足够令人对“作品”满意。总之反而是春节档看下来最喜欢的一部。,4,2,2024/2/13,广东
Wroban,我觉得算是韩延最佳 李庚希彭昱畅演的也是没话说了 哭惨了,5,3,2024/4/6,浙江
秋奔客,也许是真实事件文本的关系，故事节奏比前作好多了，各个演员的演绎也很动人。也许因为事件是女主主视角，女主比男主的角色要更生动得多，演员发挥空间也更大,5,1,2024/4/1,广东
東籬把酒,一起大喊奥利给的环节真的尴尬的我在电影院扣出三室一厅。另外，俩身患重症的病人真的会有这么好的精神和身体状态吗。,2,36,2024/2/10,江苏
心淡,真诚真实真意。如此直面生活的苦痛与不堪，也许等一个日出却等到阴雨连绵，但万一呢，摇到太阳,5,3,2024/3/28,浙江
宅子路,是一个很简单很平凡的故事，我并没在电影院哭成泪人，看完更多是被演员感动，并不是故事本身。尤其是女主出院后两个人在家里吃饭，笑着笑着，彭昱畅突然哭着道歉，这2分钟的戏确实让我有点要泪失禁，那一刻你会真的心疼彭昱畅这个角色，演的太自然了太自然了，不自主的被带入故事里，基本又是一部靠演员拉动剧本的典型。女主这边演技也在线，但我比较无感，也许有还有更好的演员可以胜任（比如文琪）。但他俩的病态呈现，看得见也极具共情感，吊打最近几年多数绝症题材的主创们。,3,0,2024/3/24,北京
小然Raner,7.6/10彭彭早晚得拿影帝！！演的太好了，比起李庚希的用力过猛，彭彭有着非常自然且有感染力的表演。到底是哪个神人选了春节档？把这部片子的热度都消耗没了快。故事有刻意煽情的成分，但这种题材谁能忍住不哭呢？尤其是几个老演员饰演的父母，简直是最大的催泪弹。,4,3,2024/3/25,山东
楚翰彻,“春节档”最佳（首次上映选这个档期真是头铁，自己拍的多真实心里没个数吗），再一次感到适龄演员的天然是无可替代的，在严格遵循类型叙事并成功的塑造坚实细节后，选择把现实设定作为铺垫人物情感线索传奇性的基石，把情绪定格在人物内部，而不是滑落向同类题材急于呈现的，近乎于现实扫射的“批判”，单就这一点来看，在目前的文艺环境中还挺难得的（当然也可以视为一种剧作上的取巧，将容易落入窠臼的类型戏码圈定在特定人群中，不仅可以增强桥段的可信度，也更易使观众移情）。严格要求的话，包括台词在内的一些衔接性元素有待更精细打磨，这是或许是电影走向团圆结局过程中略显乏力主要原因。PS：春节档补完计划最后一部，排名分先后：《我们一起摇太阳》《红毯先生》《飞驰人生2》《第二十条》。,3,2,2024/4/2,河北
祖萌无双,市场的反应就和里面的举办婚宴的闺蜜一样，虚情假意的喜欢满堂喝彩却刻意掩盖着手臂上斑斑伤痕；和看房子的客户一样，挑三拣四的追求风水吉凶却把各种药片当做晦气的象征；最功利的婚姻交易，最动情的永恒约定，是相濡以沫还是相忘于江湖？也许就只是把“再来一瓶” 的机会让给另外一瓶尽空的“谢谢惠顾”；杯子中的“米店”,4,2,2024/3/24,北京
阿虚大,这种大病题材看之前会心有抵触，生活已经够苦了，但是看完后就觉得活着真好，眼前的一切不安都不是事了，这就是大荧幕带来的能量吧。开场干脆利落，很多细节挺戳到我的，尤其是子女大病对父母的改变。看到最后有点喜欢两个年轻演员了。,5,4,2024/3/24,河南
蒲末释,两个演员撑起了整部电影。,4,3,2024/3/31,北京
��,[Hospital is sht place. keep that in mind. ] 我初一看完(#lgx textbook-proper-fan的职责#)内心受伤很多 很能代入lgx的祝愿人心态 心疼👩之前带我到处祝愿 #光可以照进来#,3,0,2024/3/2,宁夏
Lobgran,最大的问题就是片中人物所说的“不现实”，即使是基于真实事件改编。更像是导演实在受不了《小红花》中主演的拙劣演技而出的复刻版，从这点来说，本片是成功的，两位主演太好了。7,3,0,2024/3/29,陕西
冬瓜,生活好难啊，可是有时候快乐也很简单啊。两位年轻演员能这么全素颜（也许是刻意化丑）地演出，还是很用功的。,4,3,2024/2/11,广西
日出时的小黑猪,强烈推荐这部剧。从编剧的角度，它让我觉得中国电影已经自成一格，能够以自己的方式的关照人生。,5,3,2024/2/13,
Monday,细腻真实的让你感受到爱情能战胜病痛,5,1,2024/4/6,四川
梦游,我就知道要大飙泪，太揪心了。针头一次次扎进皮肤，痛到抽搐，可是要活着就只能如此。还好凌敏和吕途还有彼此可以相互救赎，去治愈人生的苦。,5,2,2024/3/22,江苏
Stargazer,强行被朋友拉来的春节档，导演过于用力，效果差强人意。网络烂梗和让人吐槽的点实在过多，数次想离场。,2,5,2024/2/17,上海
千阳瑜,在景区扮演关公的段国林大步流星，大口喝酒，他比谁都希望自己真的是关公,4,2,2024/3/25,山东
cheese!,说实话觉得摇太阳是春节档技术上拍的最好的一部，可惜了，中国观众对于疾病晦气的观念还是根深蒂固，春节档也早已不再是纯纯电影的竞技，而是话题的游戏。情人节当天陪爸妈去看，意外收到了影院发的玫瑰花和喜糖，很开心，可惜当晚就听说要改档了……,5,5,2024/2/18,北京
HenriqueZZZ,用几乎是“快哭啊，你看演员都哭成这样了”的低级催泪手段强行赚取观众同情，和上一部【我爱你】毫无区别，韩延真的越来越差了。另外，为什么演员台词里都在提长沙，所有的文字表达都要用星城，不懂在避讳什么,1,3,2024/3/23,北京
Lynchman,相对韩延此前的生命系列作品，“摇太阳”全片节奏更快，尤其是近乎完全展示主角病痛、病态及周遭恶劣环境的前半段，那些标志性的浪漫化设置甚至都因“来不及”而被迫放到了2/3处，看得出真正为拍出一部严肃电影在铆劲，只可惜被蒙蔽判断的野心踢到了档期的铁板。受困于韩延的《我爱你！》脏乱差审美，所有迸发生命力的角色都被设定得邋里邋遢，所幸主配角全员演技在线，彭昱畅作为演员的天才久违地绽放银幕，可喜可贺。,4,3,2024/2/16,北京
buddy woolf,第一次在电影院看蚌埠住了 故事真的好 两位主演的表现也让人眼前一亮 强力推荐 西雅图的打工人也来摇太阳吧,5,3,2024/4/6,美国
Monaghan,让我们一起看着彭昱畅和李庚希这样的年轻演员在银幕上长大，结婚，生子！,5,2,2024/4/4,上海
梦里诗书,从病症的痛苦中汲取向阳的力量，《我们一起摇太阳》用爱的美好来抵御疾病的磨难，这也是韩延第三部同类型电影。在如何酝酿塑造情感上，其已然有着自己的心得想法，但遗憾的是，同之前的电影一样，电影并没能足够的贴近于现实，而只是将镜头一味地聚焦于爱情，却失去了真实。,3,0,2024/3/30,湖北
沙漠孤客,两位主演真的很棒。希望导演下部电影可以换个题材。,0,0,2024/4/8,广东
CX minoz,比起那些花里胡哨的的东西，这样的情感更能打动人，不过有一说一，这个扮相让我硬是没看出来这是李庚希……,4,1,2024/4/6,贵州
Will,彭昱畅的大荧幕演技真的可以啊，收放自如。电影本身也还可以，三部曲里还是觉得第一部好看。,3,0,2024/4/7,江苏
巾城,感谢电影留给这个丑陋的世界一些美好的童话。要是哪天外星人真把我们灭了，偶然看到这个片子，可能会以为这是我们人类真实的模样。那也挺好的。,4,2,2024/3/25,广东
屿柶,一起存活在世界上就是最大的浪漫,5,0,2024/4/2,浙江
静待花开,没有想象的那么悲伤，整体给我的感觉是温暖向上的，男女主乐观积极的态度值得我们学习，大过年的，值得一看。,5,9,2024/2/10,湖北
天刺,只有经历过最苦楚的悲痛，才会有最真挚的感动。韩延作为国内商业片导演中的领军人物，拍摄这种温情催泪片可谓是信手拈来，只是很明显的剧情编排与人物塑造上仍有硬伤，后半部分有些情节设置的过于刻意。李庚希彭昱畅演技满分，给影片加分太多。尽管仍有些许不足，尽管选错了档期给影片内外蒙上阴霾，但不得不承认，这才是春节档影片的最佳一部,4,6,2024/3/24,北京
cicimelon,赶在撤档前，去看了《我们一起摇太阳》，影片质量不次于三年前的《送你一朵小红花》。不知道是不是《小红花》的成功给了韩延导演和片方更大的野心，拿《摇太阳》角逐春节档，结果完败。即使推到3月底二次上映，估计票房也很难有起色。春节档需要什么类型的影片，靠什么来吸引平常不会走进影院的观众？张艺谋导演近两年的春季档影片《满江红》和《第二十条》可以提供一些启发。,4,4,2024/2/10,北京
Eric,节奏非常好。剧情紧凑，跟黄金时代的港片一样观影途中不会感觉到时间的流逝。演技稍微弱了一点点，但剧本写得太好了，演绎就不那么重要了。,4,2,2024/2/11,重庆
洛木,20240214与妻子一起看完，今年春节档在选片时避开翻拍片《热》和《飞2》，之所以选择《摇太阳》是因为对韩延的“生命三部曲”前二部比较喜欢，该片主演李庚希也灵气十足，豆瓣友邻的评分超过8分。果不其然，影片达到了预期，全程无尿点，甚至因为咖啡喝多了中途上小号而略感遗憾。首先是导演对于该类题材已然驾轻就熟，拍出了“生命力”，无论新老演员都正常发挥，演绎出角色的特色，彭昱畅的没头脑与李庚希的不高兴各自诠释得很好，一些细节诸如包子被扔、住宿环境等皆比较写实。只是虽拍出了生命张力，但远不够写实，比如这两类病放在常规家庭，已经不是肾源的问题，而是费用的困难，而这些在电影里轻描淡写。最新消息：本片选在春节档，在营销上输给了其他片子，电影选择先行撤档延期至3月30日上映。,4,2,2024/2/15,云南
木棍先生,在绝望中找到希望，用温情稀释痛苦。不用哭天抢地，没有生死离别，韩延讲的关于疾病与生命的故事催泪指数依然很高，但还是选错了档期注定票房上惨不忍睹。,4,4,2024/2/14,
小明灯仁波切,排片太少了，好不容易有场合适的赶紧去看，太好哭了，基本从头哭到尾，开篇几分钟女主生病的日常就看得好难受，彭彭和李庚希都演得挺好，可惜啊春节档就是这么残酷,4,3,2024/2/14,四川
欢笑的笑,2024春节档中观影体验最好的一部,5,2,2024/2/11,北京
徐行,抱着希望,5,0,2024/3/30,新疆
玩儿少,前期还是丧的过了一点，但是总体来说人物动机合理，情感铺垫到位，虽是看到了一些小红花上面的狗血影子，但已经超过很多国产作品了。,4,0,2024/4/1,四川
Otis Milburn,没头脑和不高兴，尿毒症与缺脑干。里面设计巧思很多，还原了病人顽强抗衡病魔的场景，但是生命三部曲，你就不要用同样的演员，高亚麟虽然很好，但是我很出戏，我一直会以为是韦一航的爸爸而不是吕途的。另外这部戏比前两部更侧重了对于婚姻和爱情的看法，这点想法很赞，但是大过年的，让我选第二次，我不会选它，太悲了……,4,1,2024/2/14,河南
格林童话,除了奥利给这个槽点，其他的吐槽不起来～李庚希还是适合腹黑女人设,4,0,2024/3/24,新疆
活豪,专业治疗干眼症电影🎬春节档放这电影确实不太好，但是确实是好电影。,5,0,2024/3/24,四川
Orangedietc,很好哭，主角配角演技都很好。之前《漫长的季节》还觉得李庚希拉胯，这次意外的好。彭昱畅是一如既往的好。,5,4,2024/4/7,加拿大
朝觐电影,太传统了，甚至传统过头了，而落入老套的框架之中。不难看，但也只能说中规中矩，彭昱畅饰演的矫情、畏手畏脚的“无头脑”男生让人看着好是别扭，而影片带给观众的那种压抑的难受也证明了其与春节氛围的脱离,3,1,2024/2/13,陕西
似水流年,韩延总是那一套。从调色、节奏到剧情走向，很多画面直接想起以前的片子，青年版《我爱你！》。但不是能让观众流泪的电影就是好电影。男女主有些地方发挥虽然有瑕疵，但整体蛮好的。,3,1,2024/2/11,山东
磕学家🥺,七分电影，可以说电影本身是精于算计的、套路的、模式化的，但是依然忍不住为电影里面两位新生代演员李庚希和彭昱畅多加一分！鼓励他们敢于在花一般的年纪抛弃原本光鲜靓丽的外貌来诠释人物，而且演绎地还非常出色！提前替他们二人以及徐帆（吕途妈妈）奶一个金鸡提名。,4,0,2024/3/22,湖北
疯狂神经,本片是导演的“生命三部曲”最终章，部分取材于纪实报道文章，延续现实治愈催泪的特长。两个身患绝症的年轻男女，用一纸“生死约定”，拨开病魔阴霾，终见生命阳光的故事。两人没有感情的假结婚因“功利”而生，却在互相鼓励的过程中产生了最纯洁的患难感情，两位演员表演接地气，平实有灵气。P.S.放在春节档可能不讨喜，但是值得一看。,4,1,2024/2/12,北京
VAM👸,韩延个人风格的八股文，真的太无聊了。同样的题材，已经全然没有小红花的自然和小趣味，转而太多太多的算计和小聪明了。抛开尴尬的人物的动机不说，其他的内容完全脱离了现实。男主刚开始的跟踪已经属于变态的范畴了，更别说都成年人了还要硬装傻子玩那种幼儿园都不玩的幼稚游戏，导演觉得这是可爱只能说他是煞笔。现在已经完全不是尊重这些病患了，而完全是不尊重的剥削，这么多部下来，韩延没有任何反思已经更深层次探讨的欲望，只是在舒适区用一样的模版去以最简单的方式赚廉价的眼泪，又有谁真正关注真实生活中病患的困境。韩延这种垃圾的八股文导演别再消费特殊群体了，商业腐蚀的态度和隔壁贾玲的真诚形成了鲜明的对比。加一星给真正的病患群体。,2,9,2024/2/11,山东
Fairy,不能算是“黑马”之作，只能说中规中矩。煽情还是煽情的，但比前两部绝症题材的都要克制不少了，比较喜欢里面录像拍摄的部分，有生活气息。演员表演很加分，尤其是李庚希，真的特别好，演技很自然，爆发戏也全接住了，好有天赋。,3,0,2024/4/18,浙江
Ston3s,质量挺扎实，演的不错，编剧也有细节。整体核心不是我的菜。真没脑子才有这么棒的“直面”么，最后还捞多一点其实不是。这点又很爱。,4,2,2024/2/10,湖北
TM1001,看完电影，感觉自己有一个健康的身体，这已经是最幸运的事了，电影有浓浓的烟火气，让我们看完之后觉得知足常乐。,4,1,2024/2/10,北京
雨苔思音,"非常成熟的癌症片子，韩延专攻一个题材现在也越发顺手，相比一个小红花仍有进步，只是确实不适合春节档期，而且后期煽情略频繁了点。
李庚希各方面素质不错，趁这几年青春感还在多磨练下演技，之后能大有可为。",4,3,2024/3/24,湖北
iain C-137,势均力敌的青年演员 这两个人都好喜欢,3,0,2024/3/24,湖北
好嘢！,彭昱畅、李庚希，这两个演员太好了。万万没想到这个春节档我最喜欢的是这部。都是活一次，可以是：万般皆是命，半点不由人。也可以是：万般皆是心，点点皆由人。,5,2,2024/2/12,广西
渔人秦诗🍨,"哪怕是HE，大过年的看到这种苦难驯化也很难开心得起来，事实上，感觉是被冒犯了，差点整个人对疾病题材PTSD。虽然没有看过韩延之前的作品，但是大概可以理解他是怎么用这种不可抗拒的天灾操控人的情绪的，很多部分，我一边被迫共情一边要跳出来反对导演的操纵。大段大段的煽情与插科打诨交叉进行，不让你不过分沉溺悲伤，也不让你忘记生死到来的窒息。全片都如此单调，我看到一半几乎就疲惫了。没有去了解过原型，但为什么男性导演可以把跟踪尾随这种行为无害化处理、堂而皇之地呈现出来、最后转变为爱情呢？更加无力吐槽的是，头重脚轻，大肆渲染了女主苦难，最后落脚却在男主的病上。
全片最值得好的部分大概就是开头李庚希的自述，简洁地剪出她的过往，立住了形象。如此自私，又如此生动地想活着，然后，她又陷入了无限利他的贤惠模板里。",2,5,2024/3/5,安徽
宁静致美,"没去过肿瘤医院，不知道人生多艰啊！相比之下电影的悲惨和苦痛不及其万一。

没有经历过医院里一趟趟进进出出的人怎么能理解那些笑和希望啊，在他们人生里每一次笑都是多么珍贵！",5,0,2024/4/2,山东
小煎,"这很韩延，这确实不适合春节档
（我喜欢用长镜头是因为懒得剪，韩导喜欢用特别碎的镜头是什么原因呢？）",4,0,2024/4/2,四川
拜托别看我啦,"3.5三部曲还是最喜欢熊顿的故事～
正片和彩蛋部分的录影可真好啊，这就值得四星了
本来都想这么试试获得再来一瓶了😂
信念感嘛我就是刀太快了
高潮有点弱，因为这不是真正的现实题材，主打一个治愈～
这部里彭的演技比李好挺多
奥利给实在太出戏了哈哈哈哈",4,3,2024/3/24,江西
巴塞电影,"纵使暗夜漫长，太阳总会苏醒，《我们一起摇太阳》就是一阙穿越黑云、如日出之美般的生命赞颂。

从冤家的逗趣欢喜、到彼此扶持鼓励的生命接力，“没头脑”和“不高兴”双L的CP，由搞笑到感动，皆火花四射，彭昱畅的笑着吃着就哭了、李庚希在希望和绝望的起伏间展现的坚韧，都极为真挚动人，两位无疑是这个春节档的演技黑马，是可以拿奖的惊喜水准。

电影始终温暖、予人鼓励，所以别担心，《我们一起摇太阳》绝不卖惨卖苦，而是在写实的残酷中，寻觅生命的意义和憧憬，影厅内传来阵阵低泣的声音，正是观众领略到这种感动、对生命的敬意。",4,5,2024/2/12,湖南
因爱斯坦的忧愁,"前天看《热辣滚烫》被影院《摇太阳》的落地宣传海报吸引，没想到就要撤档了，赶在撤档前一天看上。
作为一个看电影不容易掉眼泪的“铁石心肠”，看之前我妈告诉我网上说这是部感人片让我揣两张纸，我说不用，结果看到一半眼泪流得稀里哗啦，尤其是两位主演在天台向外星人和“母星”发射信号的场景。全体演员的表演都非常精彩。人生存的意志和信念永远无条件地令人动容。
被春节档唤起了对国产片少有的耐心和兴趣，没有想到先后两部电影——《热辣滚烫》和《摇太阳》会彻底颠覆我对国产电影的印象。这次真的看到了大陆电影的希望👍",4,3,2024/2/15,北京
旺仔小王子,生命在怒放,4,0,2024/3/22,河南
阿顺,看《我们一起摇太阳》的时候，我几乎完全忘记了彭昱畅两个对我来说最鲜明的标签：《向往的生活》中的彭彭、《大象席地而坐》里的韦布，他就是“没头脑”吕途，深情痴傻。我也几乎完全忘记了李庚希的名字，不是《漫长的季节》里的沈墨也不是《小欢喜》中的乔英子，她就是凌敏。他们出色的表演让电影飞扬，他们“一手拿着苹果，一手拿着命运，去寻找你自己的香。”我非常喜欢这个真实原型故事，那个结尾让我欣慰，电影版的最后那些美好的可爱的甜蜜的彩蛋也许就是“我们一起”的意义，像太阳一样充满熊熊希望，炽热挚爱。,4,4,2024/2/11,山东
牙齿冒汗,4.5星。 1.面对生活的暴击，地狱难度的生活剧本，需要两个人相互扶持，加油鼓劲，push一把。  2.表演得很真实，细节很真实，绝对动人。 3.小瑕疵：起初的动机有点牵强了。,4,3,2024/2/14,重庆
Black.Z,导演绝症三部曲最佳。如果说有的人看到的全是吕途和凌敏两人的疯狂撒糖，这是不是也算是某种深陷绝望和苦难中的积极向上的态度呢。李庚希和彭昱畅两个年轻人的化学反应真的是太好了，青春真好，活着也一样。,4,0,2024/3/23,福建
一头怪猪🐽,还是很真实的，拍出了重症患者生活的不易。,4,0,2024/2/17,广东
不吃细糠的山猪,为了不得尿毒症，告诉自己不要憋尿，所以看了一半时出门去了厕所…,0,0,2024/2/11,北京
土豆牌,面对阴霾，仍然热爱，两人携手相伴，让生活变得可爱，这才对生命最大的尊重。身患重症之人都能想办法让自己快乐起来，我们身体健康之人又有什么理由不快乐呢，这也许就是本片选择春节档的理由。导演的技法越来越纯熟了，两位演员的演出也鲜活有灵气，让我看到了彭昱畅、李庚希最好的一面,5,4,2024/2/10,福建
24city,可能韩延拍习惯了，观众也看习惯了这些套路，这一部整体观感要比肿瘤君和小红花弱不少，该哭的点很准确，一段不落，但正因为这种流畅，反而没有特别受触动的深刻场景，那些外星人、跟踪、误会、装傻充愣的戏倒刻意了。另外演员方面虽然都是好演员，但明显李庚希和刘丹是一种风格，更自然些，与角色融为一体，而彭昱畅、高亚麟和徐帆就演绎感比较强，会放大角色的标签细节，有些稍稍出戏。,3,0,2024/2/15,山东
七姐Claudia,韩延导演的水平真的时上时下，极度不稳定。这个比不上《我爱你！》，但是比《送你一朵小红花》又好点，特别是，彭昱畅李庚希的演技，比易烊千玺刘浩存要细腻真挚一万倍，起码有的地方我哭了。虽然，依然还是有美化绝症患者和患者家属真实生活的情况，有些可惜。,3,0,2024/3/27,广西
黑巡一号,比起前两部倾向用浪漫爱情调和苦难，这次终于能够不只把疾病当作背景情境，而是真正作为推动人物情感关系的叙事契机，作为病人的细节也赤裸裸展示给观众，感官刺激更加强烈。泪点笑点恰到好处，情感（情绪）控制效果出彩。,4,0,2024/3/24,广东
我累特,往年对于这种素材向来不屑一顾，去年自己生病，亲密的人离世，再看类似情节就变成了完全不同的光景，一边骂梗真烂一边掉眼泪，活着吧，笨拙的活着,4,4,2024/2/12,上海
Yeats,因为先看过那篇纪实短文，但又没找到文章以外的任何信息，所以也无法确认真实程度，本来想着电影结尾会不会放出原型人物的照片，结果也没有。虽然余秀华老师给了这部电影不错的评价，但我们还是觉得这部电影是“有佳句无佳篇”，穿插太多令人尴尬的桥段了。因为原文的背景是在西安，所以我还抱着借机欣赏西安外景的想法去看这部电影，想着小两口在大唐西市卖“永生花”的场景通过影像呈现出来会有多美，结果电影改到了长沙，而且也没拍这个情节。,3,1,2024/2/11,安徽
爱吃面条,彭昱畅嘴里塞满饭还能清晰讲台词，说明他演技磨出来了，李庚希收到彭昱畅偷拍视频后精准的情绪变化，说明她天生就会演戏。当片子本身被过多俗套煽情段子淹没时，俩年轻人靠演技把片子打捞起来了。,4,0,2024/3/30,北京
coma,肿瘤君，小红花，摇太阳，生命三部曲，每一部都有爆哭瞬间。（一星扣在了我一不小心联想到了韩剧车祸白血病的情节搞得有点跳戏，怪我。）另外感觉“摇太阳”的这个名字，确实关联有点弱，不知道是不是硬加的一个意向。,4,0,2024/4/1,北京
Ion,一些疾病与病患生活的细节很用心，故事有动人的地方，演员表演也很不错，但真的跟小红花、我爱你太多相似的东西了，感觉太多公式化模板化的东西。,4,0,2024/3/23,北京
云小夕,看完电影，我做了个决定，来回馈这部电影带给我的能量,4,8,2024/3/23,广东
Knight-Errant,那些具有生活色彩的场景，让我感觉就像亲身经历一样，真的很接地气，很亲切。李庚希在电影中的表现让我很震惊，她将重症少女演绎得淋漓尽致，每个眼神和泪水都很真实。,4,11,2024/2/10,上海
pomk,"球球你啦延哥！！！咣咣咣 真别给我喂速冻饺子了，靠你我解锁了电影院新成就，全程看手机不影响理解,谢谢你!梅西和霍金史上最乐如何做到精准的压中两个雷，唯一的收获就是解锁了两位非常牛逼的年轻演员,而且我真的受不了你了，每一段情绪戏之后，你是多怕观众看不懂啊，你得立马跟上一段情绪性的音乐,别做解读了，我谢谢你",2,4,2024/2/16,山东
沉寂的往事,真实事件报道选题太好了，但不够，尤其是后劲没有…治愈系爱情，当代人似乎饱受虚伪利益的婚姻之苦已久，反而一开始就敞言交易的婚姻治愈了伤痛，一是真实事件存在，二是太多治愈系亮点设置，打动人。现实主义爱情片，爱情远多于现实，前半部分谈恋爱设计得蛮精致的（虽然不太喜欢尾随，但表演好），但全片开了女主的精神身体痛苦，却并未贯彻到最后，肾源降临又失去（那场戏设计得也很好），男主决定为爱而结婚放弃治疗，女主却平平只为救男主，好像病立马没了…很可惜没有看到二人或这个故事最纠人的东西。父母线设计得都不好，女闺蜜也是开了头没尾（编剧认为不重要吗？）现实题材在于这里的点是落地的，房屋中介 医疗 派出所（像为了过审，不过那段报案反转器官买卖戏写得真好），比《被我弄丢的你》好太多了，也不会像贾玲那么刻意，但还是点缀…,3,0,2024/4/9,北京
低浮上,情绪和冲击最大化一直到结束，反而挑不出什么太大错处来（当然也可以说这本就是最大的拙劣），两个人的故事天生自带的看头，基调像这首童谣一样充满着新千年的味道，一咂摸更不觉像20s的故事。给韩延这个所谓的三部曲画上句点的过程里彭昱畅和李庚希拥有绝对的力度，已经不仅简单是适配度高的原因了。所以到底是生的渴望赢了吗，所以等到了明天来临。《米店》第一次用劲儿太大了，不兴重复。,0,1,2024/2/15,美国
巴别图书馆主人,还是套路刻意了些,3,0,2024/3/27,山东
MoriartyMagic,3.5。比韩延之前那癌症几部曲好看！（主要是这对演技都很可也比较自然贴地）李庚希好美好灵哦～希望能在大银幕多看到她参与主演的作品,3,2,2024/3/22,广东
